env_name,delta,threshold_idx,opt_budget,opt_utd,opt_critic_params,data_efficiency,compute
humanoid-stand,1000000000000.0,6,2.646041003646321e+17,7.619867368062344,1692892.0690638172,256145.4081514561,8458692213175995.0
humanoid-stand,1000000000000.0,7,2.772965282930803e+17,7.619867368062344,2016793.691090605,266800.2558875196,1.0496272405560686e+16
humanoid-stand,1000000000000.0,8,2.916782142852376e+17,9.719866203205289,1692892.0690638172,279888.2057229896,1.1790008562248054e+16
humanoid-stand,1000000000000.0,9,3.06869482325724e+17,7.889495836042496,1692892.0690638172,296724.0347126945,1.0145447613029508e+16
humanoid-stand,1000000000000.0,10,3.312500922348716e+17,4.682973094326858,3124222.698947801,319291.21040283464,1.1958881832036974e+16
humanoid-stand,1000000000000.0,11,3.520359313915261e+17,6.403806723842119,2862370.7255225666,336257.07604087837,1.5778855350647684e+16
humanoid-stand,1000000000000.0,12,3.7657742799096646e+17,5.19789114647613,2862370.7255225666,362760.4532683257,1.3816974722640792e+16
humanoid-stand,1000000000000.0,13,3.899806250974237e+17,7.889495836042496,2201291.598120882,373380.2414587331,1.660038363869057e+16
humanoid-stand,1000000000000.0,14,4.211064117732542e+17,4.84867976611328,2622465.476961013,407830.837760104,1.3275574013150188e+16
humanoid-stand,1000000000000.0,15,4.374633798212732e+17,21.627314189024673,1192792.3990215885,410362.9861782442,2.710039364302904e+16
humanoid-stand,1000000000000.0,16,4.311893839954779e+17,35.19073510104572,1192792.3990215885,389351.03826975997,4.183834572571788e+16
humanoid-stand,1000000000000.0,17,4.953130169515299e+17,17.554624896258872,1692892.0690638172,460294.58799345145,3.5018428958078452e+16
humanoid-stand,1000000000000.0,18,4.943097871399757e+17,40.44228598255973,1092820.3183899445,444067.0831737311,5.0242703966244536e+16
humanoid-stand,1000000000000.0,19,5.454272090196431e+17,39.060145496310035,1192792.3990215885,487305.3060408004,5.81219029788427e+16
